w:\modules\database\MariaDB-10.4\bin\mysqld.exe, Version: 10.4.19-MariaDB-log (mariadb.org binary distribution). started with:
TCP Port: 3306, Named Pipe: (null)
Time		    Id Command	Argument
		     9 Execute	SELECT `id`,`nameid`,`amount`,`equip`,`identify`,`refine`,`attribute`,`expire_time`,`bound`,`unique_id`,`enchantgrade`, `favorite`, `equip_switch`,`card0`,`card1`,`card2`,`card3`, `option_id0`, `option_val0`, `option_parm0`, `option_id1`, `option_val1`, `option_parm1`, `option_id2`, `option_val2`, `option_parm2`, `option_id3`, `option_val3`, `option_parm3`, `option_id4`, `option_val4`, `option_parm4` FROM `inventory` WHERE `char_id`=4 ORDER BY `nameid`
		     9 Close stmt	
		     9 Query	SELECT `party_id`, `name`,`exp`,`item`, `leader_id`, `leader_char` FROM `party` WHERE `party_id`='9'
		     9 Query	SELECT `account_id`,`char_id`,`name`,`base_level`,`last_map`,`online`,`class` FROM `char` WHERE `party_id`='9'
		     9 Query	SELECT skill, tick FROM `skillcooldown` WHERE `account_id` = '2000003' AND `char_id`='4'
		     9 Prepare	SELECT `script`, `tick`, `flag`, `type`, `icon` FROM `bonus_script` WHERE `char_id` = '4' LIMIT 50
		     9 Execute	SELECT `script`, `tick`, `flag`, `type`, `icon` FROM `bonus_script` WHERE `char_id` = '4' LIMIT 50
		     9 Close stmt	
		     9 Query	SELECT `id` FROM `mail` WHERE `dest_id`='4' AND `status` < 3 ORDER BY `id` LIMIT 31
		     9 Prepare	SELECT `quest_id`, `state`, `time`, `count1`, `count2`, `count3` FROM `quest` WHERE `char_id`=?
		     9 Execute	SELECT `quest_id`, `state`, `time`, `count1`, `count2`, `count3` FROM `quest` WHERE `char_id`=4
		     9 Close stmt	
		     9 Prepare	SELECT `id`, COALESCE(UNIX_TIMESTAMP(`completed`),0), COALESCE(UNIX_TIMESTAMP(`rewarded`),0), `count1`, `count2`, `count3`, `count4`, `count5`, `count6`, `count7`, `count8`, `count9`, `count10` FROM `achievement` WHERE `char_id` = '4'
		     9 Execute	SELECT `id`, COALESCE(UNIX_TIMESTAMP(`completed`),0), COALESCE(UNIX_TIMESTAMP(`rewarded`),0), `count1`, `count2`, `count3`, `count4`, `count5`, `count6`, `count7`, `count8`, `count9`, `count10` FROM `achievement` WHERE `char_id` = '4'
		     9 Close stmt	
		     9 Query	REPLACE INTO `char_reg_num` (`char_id`,`key`,`index`,`value`) VALUES ('4','i','0','7')
		     9 Query	SELECT type, tick, val1, val2, val3, val4 from `sc_data` WHERE `account_id` = '2000003' AND `char_id`='4'
		    10 Query	SELECT `account_id`,`userid`,`user_pass`,`sex`,`email`,`group_id`,`state`,`unban_time`,`expiration_time`,`logincount`,`lastlogin`,`last_ip`,`birthdate`,`character_slots`,`pincode`, `pincode_change` FROM `login` WHERE `account_id` = 2000003
240718  8:17:50	     9 Query	DELETE FROM `mail`WHERE `type` = '0' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
		     9 Query	DELETE FROM `mail`WHERE `type` = '2' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '2' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
240718  8:17:56	    11 Query	UPDATE `mapreg` SET `value`='7375' WHERE `varname`='$RTMEnchant' AND `index`='9' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='1540' WHERE `varname`='$BGFMvP' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='273' WHERE `varname`='$BGFSpawnX' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='22077' WHERE `varname`='$RTMEnEq' AND `index`='9' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='203' WHERE `varname`='$BGFSpawnY' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='gvg_prm' WHERE `varname`='$BGFSpawnMap$' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='gvg_prep' WHERE `varname`='$BGFPreparationMap$' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='173' WHERE `varname`='$BGFPrepX' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='23' WHERE `varname`='$BGFPrepY' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2410' WHERE `varname`='$RTMEnEq' AND `index`='26' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='31659' WHERE `varname`='$BGFRewardID' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='604800' WHERE `varname`='$BGFRewardTim' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='1' WHERE `varname`='$BGFProtection' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='25' WHERE `varname`='$BGFHeal' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='StartGvG' WHERE `varname`='$BGFCommandName$' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2630' WHERE `varname`='$RTMEnEq' AND `index`='43' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7366' WHERE `varname`='$RTMEnchant' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='10' WHERE `varname`='$RTMESuccess' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='10' WHERE `varname`='$RTMBoost' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='5930' WHERE `varname`='$RTMEnEq' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7364' WHERE `varname`='$RTMECurrency' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='100' WHERE `varname`='$RTMEQuantE' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7383' WHERE `varname`='$RTMEnchant' AND `index`='17' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='500' WHERE `varname`='$RTMEQuantR' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='154' WHERE `varname`='$RTMERSuc' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='155' WHERE `varname`='$RTMERFai' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='1161' WHERE `varname`='$RTMEnEq' AND `index`='17' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='101' WHERE `varname`='$RTMRemov' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='3' WHERE `varname`='$RTMEPityN' AND `index`='0' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='1224' WHERE `varname`='$RTMEnEq' AND `index`='34' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2622' WHERE `varname`='$RTMEnEq' AND `index`='51' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7374' WHERE `varname`='$RTMEnchant' AND `index`='8' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='15154' WHERE `varname`='$RTMEnEq' AND `index`='8' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2383' WHERE `varname`='$RTMEnEq' AND `index`='25' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2629' WHERE `varname`='$RTMEnEq' AND `index`='42' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7382' WHERE `varname`='$RTMEnchant' AND `index`='16' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='5484' WHERE `varname`='$RTMEnEq' AND `index`='16' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='1138' WHERE `varname`='$RTMEnEq' AND `index`='33' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2621' WHERE `varname`='$RTMEnEq' AND `index`='50' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7373' WHERE `varname`='$RTMEnchant' AND `index`='7' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='5929' WHERE `varname`='$RTMEnEq' AND `index`='7' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2182' WHERE `varname`='$RTMEnEq' AND `index`='24' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='13111' WHERE `varname`='$RTMEnEq' AND `index`='41' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7381' WHERE `varname`='$RTMEnchant' AND `index`='15' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2636' WHERE `varname`='$RTMEnEq' AND `index`='15' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='1169' WHERE `varname`='$RTMEnEq' AND `index`='32' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2619' WHERE `varname`='$RTMEnEq' AND `index`='49' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7372' WHERE `varname`='$RTMEnchant' AND `index`='6' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='5928' WHERE `varname`='$RTMEnEq' AND `index`='6' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2181' WHERE `varname`='$RTMEnEq' AND `index`='23' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='13110' WHERE `varname`='$RTMEnEq' AND `index`='40' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7380' WHERE `varname`='$RTMEnchant' AND `index`='14' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2541' WHERE `varname`='$RTMEnEq' AND `index`='14' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='13020' WHERE `varname`='$RTMEnEq' AND `index`='31' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='5483' WHERE `varname`='$RTMEnEq' AND `index`='48' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7371' WHERE `varname`='$RTMEnchant' AND `index`='5' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='5927' WHERE `varname`='$RTMEnEq' AND `index`='5' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='1592' WHERE `varname`='$RTMEnEq' AND `index`='22' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='13109' WHERE `varname`='$RTMEnEq' AND `index`='39' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='31874' WHERE `varname`='$RTMEnEq' AND `index`='56' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7379' WHERE `varname`='$RTMEnchant' AND `index`='13' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2410' WHERE `varname`='$RTMEnEq' AND `index`='13' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7898' WHERE `varname`='$RTMEnEq' AND `index`='30' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='3634' WHERE `varname`='$RTMEnEq' AND `index`='47' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7370' WHERE `varname`='$RTMEnchant' AND `index`='4' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='5926' WHERE `varname`='$RTMEnEq' AND `index`='4' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='1533' WHERE `varname`='$RTMEnEq' AND `index`='21' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='13108' WHERE `varname`='$RTMEnEq' AND `index`='38' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='31855' WHERE `varname`='$RTMEnEq' AND `index`='55' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7378' WHERE `varname`='$RTMEnchant' AND `index`='12' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2383' WHERE `varname`='$RTMEnEq' AND `index`='12' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='5484' WHERE `varname`='$RTMEnEq' AND `index`='29' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2633' WHERE `varname`='$RTMEnEq' AND `index`='46' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7369' WHERE `varname`='$RTMEnchant' AND `index`='3' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='5925' WHERE `varname`='$RTMEnEq' AND `index`='3' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='1530' WHERE `varname`='$RTMEnEq' AND `index`='20' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='13104' WHERE `varname`='$RTMEnEq' AND `index`='37' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2671' WHERE `varname`='$RTMEnEq' AND `index`='54' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7377' WHERE `varname`='$RTMEnchant' AND `index`='11' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='22079' WHERE `varname`='$RTMEnEq' AND `index`='11' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2636' WHERE `varname`='$RTMEnEq' AND `index`='28' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2632' WHERE `varname`='$RTMEnEq' AND `index`='45' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7368' WHERE `varname`='$RTMEnchant' AND `index`='2' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='5932' WHERE `varname`='$RTMEnEq' AND `index`='2' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7385' WHERE `varname`='$RTMEnchant' AND `index`='19' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='1419' WHERE `varname`='$RTMEnEq' AND `index`='19' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='13103' WHERE `varname`='$RTMEnEq' AND `index`='36' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2672' WHERE `varname`='$RTMEnEq' AND `index`='53' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7376' WHERE `varname`='$RTMEnchant' AND `index`='10' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='20783' WHERE `varname`='$RTMEnEq' AND `index`='10' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2541' WHERE `varname`='$RTMEnEq' AND `index`='27' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2631' WHERE `varname`='$RTMEnEq' AND `index`='44' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7367' WHERE `varname`='$RTMEnchant' AND `index`='1' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='5931' WHERE `varname`='$RTMEnEq' AND `index`='1' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='7384' WHERE `varname`='$RTMEnchant' AND `index`='18' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='1418' WHERE `varname`='$RTMEnEq' AND `index`='18' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='13102' WHERE `varname`='$RTMEnEq' AND `index`='35' LIMIT 1
		    11 Query	UPDATE `mapreg` SET `value`='2664' WHERE `varname`='$RTMEnEq' AND `index`='52' LIMIT 1
240718  8:18:50	     9 Query	DELETE FROM `mail`WHERE `type` = '2' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '2' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
		     9 Query	DELETE FROM `mail`WHERE `type` = '0' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
240718  8:19:00	     9 Query	DELETE FROM `bonus_script` WHERE `char_id` = '4'
		     9 Prepare	SELECT `id`, `nameid`, `amount`, `equip`, `identify`, `refine`, `attribute`, `expire_time`, `bound`, `unique_id`, `enchantgrade`, `favorite`, `equip_switch`, `card0`, `card1`, `card2`, `card3`, `option_id0`, `option_val0`, `option_parm0`, `option_id1`, `option_val1`, `option_parm1`, `option_id2`, `option_val2`, `option_parm2`, `option_id3`, `option_val3`, `option_parm3`, `option_id4`, `option_val4`, `option_parm4` FROM `inventory` WHERE `char_id`='4'
		     9 Execute	SELECT `id`, `nameid`, `amount`, `equip`, `identify`, `refine`, `attribute`, `expire_time`, `bound`, `unique_id`, `enchantgrade`, `favorite`, `equip_switch`, `card0`, `card1`, `card2`, `card3`, `option_id0`, `option_val0`, `option_parm0`, `option_id1`, `option_val1`, `option_parm1`, `option_id2`, `option_val2`, `option_parm2`, `option_id3`, `option_val3`, `option_parm3`, `option_id4`, `option_val4`, `option_parm4` FROM `inventory` WHERE `char_id`='4'
		     9 Close stmt	
		     9 Prepare	SELECT `id`, `nameid`, `amount`, `equip`, `identify`, `refine`, `attribute`, `expire_time`, `bound`, `unique_id`, `enchantgrade`, `card0`, `card1`, `card2`, `card3`, `option_id0`, `option_val0`, `option_parm0`, `option_id1`, `option_val1`, `option_parm1`, `option_id2`, `option_val2`, `option_parm2`, `option_id3`, `option_val3`, `option_parm3`, `option_id4`, `option_val4`, `option_parm4` FROM `cart_inventory` WHERE `char_id`='4'
		     9 Execute	SELECT `id`, `nameid`, `amount`, `equip`, `identify`, `refine`, `attribute`, `expire_time`, `bound`, `unique_id`, `enchantgrade`, `card0`, `card1`, `card2`, `card3`, `option_id0`, `option_val0`, `option_parm0`, `option_id1`, `option_val1`, `option_parm1`, `option_id2`, `option_val2`, `option_parm2`, `option_id3`, `option_val3`, `option_parm3`, `option_id4`, `option_val4`, `option_parm4` FROM `cart_inventory` WHERE `char_id`='4'
		     9 Close stmt	
		     9 Query	UPDATE `char` SET `base_level`='150', `job_level`='70',`base_exp`='99999999', `job_exp`='999999999', `zeny`='2000023888',`max_hp`='8332',`hp`='9165',`max_sp`='597',`sp`='597',`status_point`='1',`skill_point`='27',`str`='32767',`agi`='99',`vit`='1',`int`='1',`dex`='1',`luk`='99',`option`='0',`party_id`='9',`guild_id`='0',`pet_id`='0',`homun_id`='0',`elemental_id`='0',`weapon`='16',`shield`='0',`head_top`='751',`head_mid`='1888',`head_bottom`='0',`last_map`='va_orpha',`last_x`='269',`last_y`='374',`save_map`='moc_pryd06',`save_x`='102',`save_y`='179', `rename`='0',`delete_date`='0',`robe`='0',`moves`='0',`font`='0',`uniqueitem_counter`='144',`hotkey_rowshift`='0', `clan_id`='0', `title_id`='0', `show_equip`='0', `hotkey_rowshift2`='0' WHERE `account_id`='2000003' AND `char_id` = '4'
		     9 Query	DELETE FROM `skill` WHERE `char_id`='4'
		     9 Query	INSERT INTO `skill`(`char_id`,`id`,`lv`,`flag`) VALUES ('4','1','1','0'),('4','4','10','0'),('4','9','10','0'),('4','28','3','0'),('4','29','1','0'),('4','49','10','0'),('4','51','1','0'),('4','52','1','0'),('4','53','1','0'),('4','66','5','0'),('4','78','1','0'),('4','93','1','0'),('4','114','5','0'),('4','134','10','0'),('4','135','10','0'),('4','136','10','0'),('4','137','1','0'),('4','138','7','0'),('4','265','3','0'),('4','270','5','0'),('4','376','5','0'),('4','423','10','0'),('4','1013','1','0'),('4','2022','5','0'),('4','2034','1','0'),('4','2053','5','0'),('4','2257','10','0'),('4','2307','5','0'),('4','2326','10','0'),('4','2329','10','0'),('4','2338','10','0'),('4','5014','1','0')
240718  8:19:50	     9 Query	DELETE FROM `mail`WHERE `type` = '2' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '2' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
		     9 Query	DELETE FROM `mail`WHERE `type` = '0' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
240718  8:20:30	     9 Query	DELETE FROM `bonus_script` WHERE `char_id` = '4'
		     9 Prepare	SELECT `id`, `nameid`, `amount`, `equip`, `identify`, `refine`, `attribute`, `expire_time`, `bound`, `unique_id`, `enchantgrade`, `favorite`, `equip_switch`, `card0`, `card1`, `card2`, `card3`, `option_id0`, `option_val0`, `option_parm0`, `option_id1`, `option_val1`, `option_parm1`, `option_id2`, `option_val2`, `option_parm2`, `option_id3`, `option_val3`, `option_parm3`, `option_id4`, `option_val4`, `option_parm4` FROM `inventory` WHERE `char_id`='4'
		     9 Close stmt	
		     9 Prepare	SELECT `id`, `nameid`, `amount`, `equip`, `identify`, `refine`, `attribute`, `expire_time`, `bound`, `unique_id`, `enchantgrade`, `card0`, `card1`, `card2`, `card3`, `option_id0`, `option_val0`, `option_parm0`, `option_id1`, `option_val1`, `option_parm1`, `option_id2`, `option_val2`, `option_parm2`, `option_id3`, `option_val3`, `option_parm3`, `option_id4`, `option_val4`, `option_parm4` FROM `cart_inventory` WHERE `char_id`='4'
		     9 Close stmt	
240718  8:20:50	     9 Query	DELETE FROM `mail`WHERE `type` = '2' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '2' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
		     9 Query	DELETE FROM `mail`WHERE `type` = '0' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
240718  8:21:50	     9 Query	DELETE FROM `mail`WHERE `type` = '2' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '2' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
		     9 Query	DELETE FROM `mail`WHERE `type` = '0' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
240718  8:22:00	     9 Query	DELETE FROM `bonus_script` WHERE `char_id` = '4'
		     9 Prepare	SELECT `id`, `nameid`, `amount`, `equip`, `identify`, `refine`, `attribute`, `expire_time`, `bound`, `unique_id`, `enchantgrade`, `favorite`, `equip_switch`, `card0`, `card1`, `card2`, `card3`, `option_id0`, `option_val0`, `option_parm0`, `option_id1`, `option_val1`, `option_parm1`, `option_id2`, `option_val2`, `option_parm2`, `option_id3`, `option_val3`, `option_parm3`, `option_id4`, `option_val4`, `option_parm4` FROM `inventory` WHERE `char_id`='4'
		     9 Close stmt	
		     9 Prepare	SELECT `id`, `nameid`, `amount`, `equip`, `identify`, `refine`, `attribute`, `expire_time`, `bound`, `unique_id`, `enchantgrade`, `card0`, `card1`, `card2`, `card3`, `option_id0`, `option_val0`, `option_parm0`, `option_id1`, `option_val1`, `option_parm1`, `option_id2`, `option_val2`, `option_parm2`, `option_id3`, `option_val3`, `option_parm3`, `option_id4`, `option_val4`, `option_parm4` FROM `cart_inventory` WHERE `char_id`='4'
		     9 Close stmt	
		     9 Query	DELETE FROM `char_reg_num` WHERE `char_id` = '4' AND `key` = 'ARG0' AND `index` = '0' LIMIT 1
		     9 Query	UPDATE `char` SET `base_level`='150', `job_level`='70',`base_exp`='99999999', `job_exp`='999999999', `zeny`='2000023888',`max_hp`='8332',`hp`='9165',`max_sp`='597',`sp`='597',`status_point`='1',`skill_point`='27',`str`='32767',`agi`='99',`vit`='1',`int`='1',`dex`='1',`luk`='99',`option`='0',`party_id`='9',`guild_id`='0',`pet_id`='0',`homun_id`='0',`elemental_id`='0',`weapon`='16',`shield`='0',`head_top`='751',`head_mid`='1888',`head_bottom`='0',`last_map`='va_orpha',`last_x`='268',`last_y`='373',`save_map`='moc_pryd06',`save_x`='102',`save_y`='179', `rename`='0',`delete_date`='0',`robe`='0',`moves`='0',`font`='0',`uniqueitem_counter`='144',`hotkey_rowshift`='0', `clan_id`='0', `title_id`='0', `show_equip`='0', `hotkey_rowshift2`='0' WHERE `account_id`='2000003' AND `char_id` = '4'
		    10 Query	SELECT `account_id`,`userid`,`user_pass`,`sex`,`email`,`group_id`,`state`,`unban_time`,`expiration_time`,`logincount`,`lastlogin`,`last_ip`,`birthdate`,`character_slots`,`pincode`, `pincode_change` FROM `login` WHERE `account_id` = 2000003
240718  8:22:50	     9 Query	DELETE FROM `mail`WHERE `type` = '2' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
